title,description,link,parameters
pandas.DataFrame.reorder_levels,Rearrange index levels using input order. May not drop or duplicate levels.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.reorder_levels.html,"order,axis=0"
pandas.DataFrame.pivot_table,Create a spreadsheet-style pivot table as a DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.pivot_table.html,"values=None,index=None,columns=None,aggfunc='mean',fill_value=None,margins=False,dropna=True,margins_name='All',observed=False,sort=True"
pandas.DataFrame.pivot,Return reshaped DataFrame organized by given index / column values.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.pivot.html,"*,index=None,columns=None,values=None"
pandas.DataFrame.droplevel,Return Series/DataFrame with requested index / column level(s) removed.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.droplevel.html,"level,axis=0"
pandas.DataFrame.replace,Replace values given in to_replace with value.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.replace.html,"to_replace=None,value=_NoDefault.no_default,*,inplace=False,limit=None,regex=False,method=_NoDefault.no_default"
pandas.DataFrame.pad,Synonym for DataFrame.fillna() with method='ffill'.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.pad.html,"*,axis=None,inplace=False,limit=None,downcast=None"
pandas.DataFrame.notnull,DataFrame.notnull is an alias for DataFrame.notna.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.notnull.html,
pandas.DataFrame.notna,Detect existing (non-missing) values.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.notna.html,
pandas.DataFrame.isnull,DataFrame.isnull is an alias for DataFrame.isna.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.isnull.html,
pandas.DataFrame.isna,Detect missing values.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.isna.html,
pandas.DataFrame.interpolate,Fill NaN values using an interpolation method.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.interpolate.html,"method='linear',*,axis=0,limit=None,inplace=False,limit_direction=None,limit_area=None,downcast=None,**kwargs"
pandas.DataFrame.ffill,Synonym for DataFrame.fillna() with method='ffill'.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.ffill.html,"*,axis=None,inplace=False,limit=None,downcast=None"
pandas.DataFrame.dropna,Remove missing values.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.dropna.html,"*,axis=0,how=_NoDefault.no_default,thresh=_NoDefault.no_default,subset=None,inplace=False"
pandas.DataFrame.bfill,Synonym for DataFrame.fillna() with method='bfill'.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.bfill.html,"*,axis=None,inplace=False,limit=None,downcast=None"
pandas.DataFrame.fillna,Fill NA/NaN values using the specified method.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.fillna.html,"value=None,*,method=None,axis=None,inplace=False,limit=None,downcast=None"
pandas.DataFrame.backfill,Synonym for DataFrame.fillna() with method='bfill'.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.backfill.html,"*,axis=None,inplace=False,limit=None,downcast=None"
pandas.DataFrame.truncate,Truncate a Series or DataFrame before and after some index value.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.truncate.html,"before=None,after=None,axis=None,copy=True"
pandas.DataFrame.take,Return the elements in the given positional indices along an axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.take.html,"indices,axis=0,is_copy=None,**kwargs"
pandas.DataFrame.set_index,Set the DataFrame index using existing columns.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.set_index.html,"keys,*,drop=True,append=False,inplace=False,verify_integrity=False"
pandas.DataFrame.set_axis,Assign desired index to given axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.set_axis.html,"labels,*,axis=0,inplace=_NoDefault.no_default,copy=_NoDefault.no_default"
pandas.DataFrame.sample,Return a random sample of items from an axis of object.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.sample.html,"n=None,frac=None,replace=False,weights=None,random_state=None,axis=None,ignore_index=False"
pandas.DataFrame.reset_index,"Reset the index, or a level of it.",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.reset_index.html,"level=None,*,drop=False,inplace=False,col_level=0,col_fill='',allow_duplicates=_NoDefault.no_default,names=None"
pandas.DataFrame.rename_axis,Set the name of the axis for the index or columns.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rename_axis.html,"mapper=_NoDefault.no_default,*,inplace=False,**kwargs"
pandas.DataFrame.rename,Alter axes labels.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rename.html,"mapper=None,*,index=None,columns=None,axis=None,copy=None,inplace=False,level=None,errors='ignore'"
pandas.DataFrame.reindex_like,Return an object with matching indices as other object.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.reindex_like.html,"other,method=None,copy=True,limit=None,tolerance=None"
pandas.DataFrame.reindex,Conform Series/DataFrame to new index with optional filling logic.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.reindex.html,"labels=None,index=None,columns=None,axis=None,method=None,copy=None,level=None,fill_value=nan,limit=None,tolerance=None"
pandas.DataFrame.last,Select final periods of time series data based on a date offset.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.last.html,offset
pandas.DataFrame.idxmin,Return index of first occurrence of minimum over requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.idxmin.html,"axis=0,skipna=True,numeric_only=False"
pandas.DataFrame.idxmax,Return index of first occurrence of maximum over requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.idxmax.html,"axis=0,skipna=True,numeric_only=False"
pandas.DataFrame.first,Select initial periods of time series data based on a date offset.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.first.html,offset
pandas.DataFrame.filter,Subset the dataframe rows or columns according to the specified index labels.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.filter.html,"items=None,like=None,regex=None,axis=None"
pandas.DataFrame.equals,Test whether two objects contain the same elements.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.equals.html,other
pandas.DataFrame.duplicated,Return boolean Series denoting duplicate rows.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.duplicated.html,"subset=None,keep='first'"
pandas.DataFrame.drop_duplicates,Return DataFrame with duplicate rows removed.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.drop_duplicates.html,"subset=None,*,keep='first',inplace=False,ignore_index=False"
pandas.DataFrame.drop,Drop specified labels from rows or columns.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.drop.html,"labels=None,*,axis=0,index=None,columns=None,level=None,inplace=False,errors='raise'"
pandas.DataFrame.between_time,"Select values between particular times of the day (e.g., 9:00-9:30 AM).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.between_time.html,"start_time,end_time,include_start=_NoDefault.no_default,include_end=_NoDefault.no_default,inclusive=None,axis=None"
pandas.DataFrame.at_time,"Select values at particular time of day (e.g., 9:30AM).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.at_time.html,"time,asof=False,axis=None"
pandas.DataFrame.align,Align two objects on their axes with the specified join method.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.align.html,"other,join='outer',axis=None,level=None,copy=True,fill_value=None,method=None,limit=None,fill_axis=0,broadcast_axis=None"
pandas.DataFrame.add_suffix,Suffix labels with string suffix.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.add_suffix.html,suffix
pandas.DataFrame.add_prefix,Prefix labels with string prefix.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.add_prefix.html,prefix
pandas.DataFrame.value_counts,Return a Series containing counts of unique rows in the DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.value_counts.html,"subset=None,normalize=False,sort=True,ascending=False,dropna=True"
pandas.DataFrame.nunique,Count number of distinct elements in specified axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.nunique.html,"axis=0,dropna=True"
pandas.DataFrame.var,Return unbiased variance over requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.var.html,"axis=None,skipna=True,level=None,ddof=1,numeric_only=None,**kwargs"
pandas.DataFrame.std,Return sample standard deviation over requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.std.html,"axis=None,skipna=True,level=None,ddof=1,numeric_only=None,**kwargs"
pandas.DataFrame.sum,Return the sum of the values over the requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.sum.html,"axis=None,skipna=True,level=None,numeric_only=None,min_count=0,**kwargs"
pandas.DataFrame.skew,Return unbiased skew over requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.skew.html,"axis=_NoDefault.no_default,skipna=True,level=None,numeric_only=None,**kwargs"
pandas.DataFrame.sem,Return unbiased standard error of the mean over requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.sem.html,"axis=None,skipna=True,level=None,ddof=1,numeric_only=None,**kwargs"
pandas.DataFrame.round,Round a DataFrame to a variable number of decimal places.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.round.html,"decimals=0,*args,**kwargs"
pandas.DataFrame.rank,Compute numerical data ranks (1 through n) along axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rank.html,"axis=0,method='average',numeric_only=_NoDefault.no_default,na_option='keep',ascending=True,pct=False"
pandas.DataFrame.quantile,Return values at the given quantile over requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.quantile.html,"q=0.5,axis=0,numeric_only=_NoDefault.no_default,interpolation='linear',method='single'"
pandas.DataFrame.product,Return the product of the values over the requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.product.html,"axis=None,skipna=True,level=None,numeric_only=None,min_count=0,**kwargs"
pandas.DataFrame.prod,Return the product of the values over the requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.prod.html,"axis=None,skipna=True,level=None,numeric_only=None,min_count=0,**kwargs"
pandas.DataFrame.pct_change,Percentage change between the current and a prior element.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.pct_change.html,"periods=1,fill_method='pad',limit=None,freq=None,**kwargs"
pandas.DataFrame.mode,Get the mode(s) of each element along the selected axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.mode.html,"axis=0,numeric_only=False,dropna=True"
pandas.DataFrame.min,Return the minimum of the values over the requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.min.html,"axis=_NoDefault.no_default,skipna=True,level=None,numeric_only=None,**kwargs"
pandas.DataFrame.median,Return the median of the values over the requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.median.html,"axis=_NoDefault.no_default,skipna=True,level=None,numeric_only=None,**kwargs"
pandas.DataFrame.mean,Return the mean of the values over the requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.mean.html,"axis=_NoDefault.no_default,skipna=True,level=None,numeric_only=None,**kwargs"
pandas.DataFrame.max,Return the maximum of the values over the requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.max.html,"axis=_NoDefault.no_default,skipna=True,level=None,numeric_only=None,**kwargs"
pandas.DataFrame.mad,Return the mean absolute deviation of the values over the requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.mad.html,"axis=None,skipna=True,level=None"
pandas.DataFrame.kurtosis,Return unbiased kurtosis over requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.kurtosis.html,"axis=_NoDefault.no_default,skipna=True,level=None,numeric_only=None,**kwargs"
pandas.DataFrame.kurt,Return unbiased kurtosis over requested axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.kurt.html,"axis=_NoDefault.no_default,skipna=True,level=None,numeric_only=None,**kwargs"
pandas.DataFrame.eval,Evaluate a string describing operations on DataFrame columns.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.eval.html,"expr,*,inplace=False,**kwargs"
pandas.DataFrame.diff,First discrete difference of element.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.diff.html,"periods=1,axis=0"
pandas.DataFrame.describe,Generate descriptive statistics.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.describe.html,"percentiles=None,include=None,exclude=None,datetime_is_numeric=False"
pandas.DataFrame.cumsum,Return cumulative sum over a DataFrame or Series axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.cumsum.html,"axis=None,skipna=True,*args,**kwargs"
pandas.DataFrame.cumprod,Return cumulative product over a DataFrame or Series axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.cumprod.html,"axis=None,skipna=True,*args,**kwargs"
pandas.DataFrame.cummin,Return cumulative minimum over a DataFrame or Series axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.cummin.html,"axis=None,skipna=True,*args,**kwargs"
pandas.DataFrame.cummax,Return cumulative maximum over a DataFrame or Series axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.cummax.html,"axis=None,skipna=True,*args,**kwargs"
pandas.DataFrame.cov,"Compute pairwise covariance of columns, excluding NA/null values.",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.cov.html,"min_periods=None,ddof=1,numeric_only=_NoDefault.no_default"
pandas.DataFrame.count,Count non-NA cells for each column or row.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.count.html,"axis=0,level=None,numeric_only=False"
pandas.DataFrame.corrwith,Compute pairwise correlation.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.corrwith.html,"other,axis=0,drop=False,method='pearson',numeric_only=_NoDefault.no_default"
pandas.DataFrame.corr,"Compute pairwise correlation of columns, excluding NA/null values.",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.corr.html,"method='pearson',min_periods=1,numeric_only=_NoDefault.no_default"
pandas.DataFrame.clip,Trim values at input threshold(s).,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.clip.html,"lower=None,upper=None,*args,axis=None,inplace=False,**kwargs"
pandas.DataFrame.any,"Return whether any element is True, potentially over an axis.",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.any.html,"*,axis=0,bool_only=None,skipna=True,level=None,**kwargs"
pandas.DataFrame.all,"Return whether all elements are True, potentially over an axis.",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.all.html,"axis=0,bool_only=None,skipna=True,level=None,**kwargs"
pandas.DataFrame.abs,Return a Series/DataFrame with absolute numeric value of each element.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.abs.html,
pandas.DataFrame.ewm,Provide exponentially weighted (EW) calculations.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.ewm.html,"com=None,span=None,halflife=None,alpha=None,min_periods=0,adjust=True,ignore_na=False,axis=0,times=None,method='single'"
pandas.DataFrame.expanding,Provide expanding window calculations.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.expanding.html,"min_periods=1,center=None,axis=0,method='single'"
pandas.DataFrame.rolling,Provide rolling window calculations.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rolling.html,"window,min_periods=None,center=False,win_type=None,on=None,axis=0,closed=None,step=None,method='single'"
pandas.DataFrame.groupby,Group DataFrame using a mapper or by a Series of columns.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.groupby.html,"by=None,axis=0,level=None,as_index=True,sort=True,group_keys=_NoDefault.no_default,squeeze=_NoDefault.no_default,observed=False,dropna=True"
pandas.DataFrame.transform,Call func on self producing a DataFrame with the same axis shape as self.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.transform.html,"func,axis=0,*args,**kwargs"
pandas.DataFrame.aggregate,Aggregate using one or more operations over the specified axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.aggregate.html,"func=None,axis=0,*args,**kwargs"
pandas.DataFrame.agg,Aggregate using one or more operations over the specified axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.agg.html,"func=None,axis=0,*args,**kwargs"
pandas.DataFrame.pipe,Apply chainable functions that expect Series or DataFrames.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.pipe.html,"func,*args,**kwargs"
pandas.DataFrame.applymap,Apply a function to a Dataframe elementwise.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.applymap.html,"func,na_action=None,**kwargs"
pandas.DataFrame.apply,Apply a function along an axis of the DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.apply.html,"func,axis=0,raw=False,result_type=None,args=(),**kwargs"
pandas.DataFrame.combine_first,Update null elements with value in the same location in other.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.combine_first.html,other
pandas.DataFrame.combine,Perform column-wise combine with another DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.combine.html,"other,func,fill_value=None,overwrite=True"
pandas.DataFrame.eq,"Get Equal to of dataframe and other, element-wise (binary operator eq).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.eq.html,"other,axis='columns',level=None"
pandas.DataFrame.ne,"Get Not equal to of dataframe and other, element-wise (binary operator ne).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.ne.html,"other,axis='columns',level=None"
pandas.DataFrame.ge,"Get Greater than or equal to of dataframe and other, element-wise (binary operator ge).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.ge.html,"other,axis='columns',level=None"
pandas.DataFrame.le,"Get Less than or equal to of dataframe and other, element-wise (binary operator le).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.le.html,"other,axis='columns',level=None"
pandas.DataFrame.gt,"Get Greater than of dataframe and other, element-wise (binary operator gt).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.gt.html,"other,axis='columns',level=None"
pandas.DataFrame.lt,"Get Less than of dataframe and other, element-wise (binary operator lt).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.lt.html,"other,axis='columns',level=None"
pandas.DataFrame.rpow,"Get Exponential power of dataframe and other, element-wise (binary operator rpow).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rpow.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.rmod,"Get Modulo of dataframe and other, element-wise (binary operator rmod).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rmod.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.rfloordiv,"Get Integer division of dataframe and other, element-wise (binary operator rfloordiv).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rfloordiv.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.rtruediv,"Get Floating division of dataframe and other, element-wise (binary operator rtruediv).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rtruediv.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.rdiv,"Get Floating division of dataframe and other, element-wise (binary operator rtruediv).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rdiv.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.rmul,"Get Multiplication of dataframe and other, element-wise (binary operator rmul).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rmul.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.rsub,"Get Subtraction of dataframe and other, element-wise (binary operator rsub).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.rsub.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.radd,"Get Addition of dataframe and other, element-wise (binary operator radd).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.radd.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.dot,Compute the matrix multiplication between the DataFrame and other.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.dot.html,other
pandas.DataFrame.pow,"Get Exponential power of dataframe and other, element-wise (binary operator pow).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.pow.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.mod,"Get Modulo of dataframe and other, element-wise (binary operator mod).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.mod.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.floordiv,"Get Integer division of dataframe and other, element-wise (binary operator floordiv).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.floordiv.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.truediv,"Get Floating division of dataframe and other, element-wise (binary operator truediv).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.truediv.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.div,"Get Floating division of dataframe and other, element-wise (binary operator truediv).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.div.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.mul,"Get Multiplication of dataframe and other, element-wise (binary operator mul).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.mul.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.sub,"Get Subtraction of dataframe and other, element-wise (binary operator sub).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.sub.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.add,"Get Addition of dataframe and other, element-wise (binary operator add).",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.add.html,"other,axis='columns',level=None,fill_value=None"
pandas.DataFrame.query,Query the columns of a DataFrame with a boolean expression.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.query.html,"expr,*,inplace=False,**kwargs"
pandas.DataFrame.mask,Replace values where the condition is True.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.mask.html,"cond,other=nan,*,inplace=False,axis=None,level=None,errors='raise',try_cast=_NoDefault.no_default"
pandas.DataFrame.where,Replace values where the condition is False.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.where.html,"cond,other=_NoDefault.no_default,*,inplace=False,axis=None,level=None,errors='raise',try_cast=_NoDefault.no_default"
pandas.DataFrame.isin,Whether each element in the DataFrame is contained in values.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.isin.html,values
pandas.DataFrame.get,Get item from object for given key (ex: DataFrame column).,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.get.html,"key,default=None"
pandas.DataFrame.xs,Return cross-section from the Series/DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.xs.html,"key,axis=0,level=None,drop_level=True"
pandas.DataFrame.tail,Return the last n rows.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.tail.html,n=5
pandas.DataFrame.pop,Return item and drop from frame. Raise KeyError if not found.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.pop.html,item
pandas.DataFrame.lookup,Label-based “fancy indexing” function for DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.lookup.html,"row_labels,col_labels"
pandas.DataFrame.itertuples,Iterate over DataFrame rows as namedtuples.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.itertuples.html,"index=True,name='Pandas'"
pandas.DataFrame.iterrows,"Iterate over DataFrame rows as (index, Series) pairs.",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.iterrows.html,
pandas.DataFrame.keys,Get the ‘info axis’ (see Indexing for more).,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.keys.html,
pandas.DataFrame.iteritems,"Iterate over (column name, Series) pairs.",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.iteritems.html,
pandas.DataFrame.items,"Iterate over (column name, Series) pairs.",https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.items.html,
pandas.DataFrame.__iter__,Iterate over info axis.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.__iter__.html,
pandas.DataFrame.insert,Insert column into DataFrame at specified location.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.insert.html,"loc,column,value,allow_duplicates=_NoDefault.no_default"
pandas.DataFrame.iloc,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.iloc.html,
pandas.DataFrame.loc,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.loc.html,
pandas.DataFrame.iat,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.iat.html,
pandas.DataFrame.at,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.at.html,
pandas.DataFrame.head,Return the first n rows.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.head.html,n=5
pandas.DataFrame.bool,Return the bool of a single element Series or DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.bool.html,
pandas.DataFrame.copy,Make a copy of this object’s indices and data.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.copy.html,deep=True
pandas.DataFrame.infer_objects,Attempt to infer better dtypes for object columns.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.infer_objects.html,
pandas.DataFrame.convert_dtypes,Convert columns to best possible dtypes using dtypes supporting pd.NA.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.convert_dtypes.html,"infer_objects=True,convert_string=True,convert_integer=True,convert_boolean=True,convert_floating=True"
pandas.DataFrame.astype,Cast a pandas object to a specified dtype dtype.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.astype.html,"dtype,copy=True,errors='raise'"
pandas.DataFrame.set_flags,Return a new object with updated flags.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.set_flags.html,"*,copy=False,allows_duplicate_labels=None"
pandas.DataFrame.empty,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.empty.html,
pandas.DataFrame.memory_usage,Return the memory usage of each column in bytes.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.memory_usage.html,"index=True,deep=False"
pandas.DataFrame.shape,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.shape.html,
pandas.DataFrame.size,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.size.html,
pandas.DataFrame.ndim,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.ndim.html,
pandas.DataFrame.axes,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.axes.html,
pandas.DataFrame.values,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.values.html,
pandas.DataFrame.select_dtypes,Return a subset of the DataFrame’s columns based on the column dtypes.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.select_dtypes.html,"include=None,exclude=None"
pandas.DataFrame.info,Print a concise summary of a DataFrame.,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.info.html,"verbose=None,buf=None,max_cols=None,memory_usage=None,show_counts=None,null_counts=None"
pandas.DataFrame.dtypes,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.dtypes.html,
pandas.DataFrame.columns,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.columns.html,
pandas.DataFrame.index,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.index.html,
pandas.DataFrame,,https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.html,"data=None,index=None,columns=None,dtype=None,copy=None"
pandas.api.types.is_re_compilable,Check if the object can be compiled into a regex pattern instance.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_re_compilable.html,obj
pandas.api.types.is_re,Check if the object is a regex pattern instance.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_re.html,obj
pandas.api.types.is_number,Check if the object is a number.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_number.html,obj
pandas.api.types.is_interval,,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_interval.html,
pandas.api.types.is_integer,Return True if given object is integer.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_integer.html,
pandas.api.types.is_hashable,"Return True if hash(obj) will succeed, False otherwise.",https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_hashable.html,obj
pandas.api.types.is_float,Return True if given object is float.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_float.html,
pandas.api.types.is_complex,Return True if given object is complex.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_complex.html,
